序號	機構單位名稱	原始資料集	地址	電話	資料類別	wgs84aX	wgs84aY
597	建興醫院	診所	嘉義市東區內安里中山路１４８號		醫藥服務		
598	陽明醫院	診所	嘉義市東區吳鳳北路252號		醫藥服務		
599	上乘三家板橋旗艦店(采沅小吃店)	餐廳	新北市板橋區實踐路25號	2956-6050	共食	121.4637268	25.00729055
600	廣香龍莘樓	餐廳	新北市板橋區重慶路247號2樓	2963-3600	共食	121.4633744	25.00052123
601	街角2號音樂主題餐廳	餐廳	新北市板橋區中山路一段2號2樓－2	2953-1095	共食	121.459669	25.00734751
602	晶宴會館板橋館	餐廳	新北市板橋區中山路一段161號1F 	2962-6188	共食	121.4656242	25.01208148
603	海釣族海鮮小館	餐廳	新北市板橋區文化路二段126號 	2253-1234	共食	121.4698133	25.0266602
604	寬心園精緻蔬食料理-板橋中山店	餐廳	新北市板橋區中山路一段158號	8953-2983	共食	121.4659668	25.01183021
605	新蓉園餐廳股份有限公司	餐廳	新北市三重區中山路383號	2999-2525	共食	121.4660374	25.06172069
606	萊爾富三重星光店	餐廳	新北市三重區中正北路25巷5號	8978-3402	共食	121.4926177	25.06202496
607	全家三重大成店	餐廳	新北市三重區大同北路1號.	2982-8845	共食	121.4955286	25.06213375
608	7-ELEVEN大智門市	餐廳	新北市三重區大同北路63號	2983-6622	共食	121.495171	25.06350525
609	五福牛肉麵	餐廳	新北市三重區自強路5段31號之一	2989-3450	共食	121.4935218	25.08104625
610	甘欣便當	餐廳	新北市三重區自強路5段59號1樓	2989-1138	共食	121.4945024	25.08162582
611	福隆便當	餐廳	新北市三重區自強路5段54號1樓	2986-6899	共食	121.4935965	25.08127716
612	麥味登早餐	餐廳	新北市三重區自強路5段47號1樓	8981-2988	共食	121.4942842	25.08149278
613	嘉珍便當	餐廳	新北市三重區自強路5段40號1樓	2987-4219	共食	121.4931567	25.08103113
614	愛心素食店	餐廳	新北市三重區自強路5段3號1樓	2980-9330	共食	121.4922126	25.08026233
615	劉太太素食店	餐廳	新北市三重區仁政街205號對面	0982-972-479	共食	121.4906514	25.08054144
616	豪美自助餐	餐廳	新北市三重區仁愛街369號	8985-7069	共食	121.4916966	25.08030024
617	煎煮炒小吃店	餐廳	新北市三重區仁愛街503號	2988-5409	共食	121.4882047	25.0822959
618	清玉-五華店	餐廳	新北市三重區五華街96號	8988-1127	共食	121.4927876	25.08238471
619	清心素食坊	餐廳	新北市三重區碧華街295號	2857-9840	共食	121.4904983	25.08382756
620	八好茶舖	餐廳	新北市三重區碧華街354號	0922-127-235	共食	121.4905846	25.08409839
621	周家甜不辣 	餐廳	新北市三重區碧華街364號	2857-0290	共食	121.4907411	25.08421612
622	幾分甜-重華店	餐廳	新北市三重區五華街128號	2988-1818	共食	121.4917586	25.08342245
623	定食8-蘆洲家店	餐廳	新北市三重區五華街282號	2855-9697	共食	121.4864799	25.08799542
624	定食8-重新店	餐廳	新北市三重區重新路5段654號1樓	8512-3104	共食	121.4671231	25.0430697
625	溪尾水餃牛肉麵	餐廳	新北市三重區溪尾街261號	0933-3049-981	共食	121.4878063	25.0819254
626	錢都涮涮鍋	餐廳	新北市三重區仁愛街510號	2286-3568	共食	121.4873999	25.08206816
627	珍味麵線	餐廳	新北市三重區仁愛街520號對面	8985-2142	共食	121.4869271	25.0819703
628	溪美米粉湯	餐廳	新北市三重區福隆路83號	0958-816-757	共食	121.4919674	25.07806221
629	大象饅頭	餐廳	新北市三重區大同北路89號	2989-7416	共食	121.4947551	25.06373244
630	五華早餐堡	餐廳	新北市三重區仁義街286號	8287-9557	共食	121.4936175	25.08612067
631	貴族世家三重中正店	餐廳	新北市三重區中正北路510號	8982-6252	共食	121.4724787	25.07166603
632	郭媽媽小吃店	餐廳	新北市三重區重陽路1段45號巷口	0988-370-646	共食	121.4888562	25.06635196
633	知高飯	餐廳	新北市三重區溪尾街206號	2287-5997	共食	121.4881073	25.08116053
634	可獅切仔麵	餐廳	新北市三重區仁愛街510號	2286-7841	共食	121.4873999	25.08206816
635	雞籠咖喱炒麵	餐廳	新北市三重區溪尾街217號	2983-8896	共食	121.4884502	25.08099284
636	廣東粥 	餐廳	新北市三重區環河南路221巷36號	0955-519-865	共食	121.4909054	25.05276492
637	力行魷魚羹	餐廳	新北市三重區過圳街42-7號	8983-8897	共食	121.4880263	25.05970376
638	日式蔥燒餅 	餐廳	新北市三重區過圳街42-2號	2985-9113	共食	121.4880263	25.05970376
639	松原牛排館 	餐廳	新北市三重區環河南路221巷40號	2976-4185	共食	121.4907798	25.0528303
640	美冠早餐	餐廳	新北市三重區過圳街42-6號	2984-9884	共食	121.4880263	25.05970376
641	長逢精緻小館	餐廳	新北市三重區集美街115號	2976-7156	共食	121.4898121	25.05282537
642	麥味登早餐（中正店）	餐廳	新北市三重區中正北路20巷2號	2971-7619	共食	121.4882264	25.06282347
643	珍之香牛肉麵	餐廳	新北市三重區過圳街42-11號	0936-823-319	共食	121.4880263	25.05970376
644	小李子麵店 	餐廳	新北市三重區民生街96號	2988-7584	共食	121.4896931	25.06357731
645	麻妃頂級麻辣鴛鴦鍋 	餐廳	新北市三重區重安街110號	8972-8898	共食	121.4933719	25.05569884
646	傳統集美店 	餐廳	新北市三重區集美161號	8397-2698	共食	121.4883632	25.06083342
647	香緣麵包店 	餐廳	新北市三重區集美街111號	2978-8514	共食	121.4896534	25.05287606
648	好餅家 	餐廳	新北市三重區雙園街10號1樓	2981-2987	共食	121.4976857	25.06813788
649	自強鐵板燒 	餐廳	新北市三重區自強路1段208號1樓	2988-1330	共食	121.4943803	25.06647752
650	五燈獎豬腳	餐廳	新北市三重區自強路1段119號1樓	2984-3029	共食	121.4956672	25.06650323
651	驊星麵包店 	餐廳	新北市三重區自強路1段121號1樓	2985-2999	共食	121.4956113	25.06649863
652	家緹牛排 	餐廳	新北市三重區成功路83號	29746358	共食	121.4885772	25.05134416
653	尼克廚房 	餐廳	新北市三重區新北大道一段11號B1	89881107	共食	121.4884001	25.06119905
654	美芝城重陽店  	餐廳	新北市三重區重陽路1段113巷1弄5號	89851645	共食	121.4874146	25.0597417
655	醇樸小鎮  	餐廳	新北市三重區新北大道1段46巷12號	29836312	共食	121.4880048	25.06186545
656	阿滿鍋貼 	餐廳	新北市三重區自強路5段33號	29899554	共食	121.493627	25.08110801
657	阿信鵝肉快炒店 	餐廳	新北市三重區自強路1段316號	29887961	共食	121.4910802	25.06848052
658	萬佳香宏文店	餐廳	新北市三重區重陽路1段43巷28號	29847806	共食	121.4881803	25.05840869
659	兄妹麵館珈琲	餐廳	新北市三重區中正北路42-1號1樓	29712717	共食	121.4878075	25.0636585
660	小張大滷麵	餐廳	新北市永和區光復街2巷2號	2924-0210	共食	121.5166699	25.01654995
661	老黃自助餐	餐廳	新北市永和區永和路2段332號	2927-1096	共食	121.5164275	25.01655749
662	西?日式創意料理	餐廳	新北市永和區竹林路44號	8660-6935	共食	121.5175404	25.01427878
663	上海宴餐廳	餐廳	新北市中和區中安街85號B1	0928-385-415	共食	121.512296	25.00161779
664	竹林肉?	餐廳	新北市永和區竹林路39巷口	8925-3322	共食	121.5179558	25.01436469
665	宜味生猛海鮮	餐廳	新北市永和區竹林路71號	8925-8686	共食	121.518627	25.01354671
666	京席素食料理	餐廳	新北市永和區復興街65號	2232-3541	共食	121.5173184	25.01382308
667	家鄉園	餐廳	新北市永和區復興街85號	2925-7769	共食	121.5176157	25.01406569
668	愛麗輕食咖啡館	餐廳	新北市永和區中興街3巷1號	Aug-29	共食	121.5155852	25.01217736
669	大家美食館	餐廳	新北市永和區復興路4號	2924-0708	共食	121.5204266	25.00915211
670	桔牛肉河粉	餐廳	新北市永和區中興街51號	2231-5177	共食	121.5165293	25.01180264
671	頤園麵食館	餐廳	新北市永和區中興街94號	2929-4523	共食	121.5187831	25.01218155
672	七九涮涮鍋	餐廳	新北市永和區中興街96號1樓	2922-5779	共食	121.5188434	25.01219806
673	二嫂的店	餐廳	新北市永和區竹林路158號	2924-5198	共食	121.5202568	25.01043505
674	永和正港豆花	餐廳	新北市永和區中興街106之1號	8921-5100 	共食	121.5191532	25.01229969
675	香香廚五位炒飯炒麵專賣店	餐廳	新北市永和區中興街52巷2號	2924-5198	共食	121.5167788	25.01151957
676	莿桐潤餅大王	餐廳	新北市永和區中興街52巷4-1號	2924-1790	共食	121.5169944	25.01103523
677	永和大大茶樓	餐廳	新北市永和區永和路2段116號5樓	6637-5959	共食	121.5152165	25.01206995
678	蓮花素食館	餐廳	新北市永和區福和路126號	8925-0658	共食	121.5219233	25.00797251
679	韓御川韓式料理	餐廳	新北市永和區竹林路213巷12號	8925-5672	共食	121.5213258	25.00882216
680	台寶麵店	餐廳	新北市永和區竹林路223號	8928-5021	共食	121.5208229	25.00861013
681	瑞麟美而美	餐廳	新北市永和區竹林路225巷41-1號	8928-5135	共食	121.5230365	25.00888662
682	四季豆花店	餐廳	新北市永和區竹林路225巷58號	8925-5723	共食	121.5230841	25.00867744
683	竹林小吃	餐廳	新北市永和路225巷56號之1	8926-1106	共食	121.4653487	25.01216836
684	??涮涮鍋	餐廳	新北市永和區中正路620號1樓	2924-0000	共食	121.5170515	25.00781888
685	小伍牛肉麵	餐廳	新北市永和區福和路212號	2921-7555	共食	121.5196009	25.00776391
686	靜蔬食坊	餐廳	新北市永和區國光路18號	2921-1219	共食	121.5188717	25.00843474
687	自強快餐	餐廳	新北市永和區竹林路208號	2922-3718	共食	121.5206688	25.00837108
688	鵝肉侯	餐廳	新北市永和區國光路17號	2922-1909	共食	121.520036	25.00837629
689	妙真素食	餐廳	新北市永和區國光路7號	2921-8029	共食	121.5202765	25.00840683
690	泰悅屋	餐廳	新北市永和區國光路21號之1	0935-136-843	共食	121.5198087	25.00834498
691	天橋下鵝肉專業料理	餐廳	新北市永和區國光路49巷4號	8921-4099	共食	121.5189823	25.00809677
692	四海遊龍竹林店	餐廳	新北市永和區竹林路103號	8926-1746	共食	121.5198077	25.01197322
693	六年級咖啡館	餐廳	新北市永和區竹林路89號	8928-0990	共食	121.5196754	25.01226808
694	王品永和店	餐廳	新北市永和區永和路1段228號	8660-6006	共食	121.5145488	25.00984007
695	集眾鐵板燒	餐廳	新北市永和區中正路583號1樓	29217-893	共食	121.5166567	25.00914959
696	心心早餐店	餐廳	新北市永和區豫溪街7號	8923-6939	共食	121.5149966	25.00993396
697	韓香館	餐廳	新北市永和區警光街4號	2926-1228	共食	121.5200127	25.00971198
698	鐵路飯包	餐廳	新北市永和區竹林路137號1樓	8925-1092	共食	121.5203242	25.01076595
699	卡莎貝拉	餐廳	新北市永和區竹林路191巷2號1樓	8925-8603	共食	121.5209339	25.0094071
700	麵伯麵店	餐廳	新北市永和區福和路57巷2號	0925-010-777	共食	121.522938	25.00762864
701	滷珍坊	餐廳	新北市永和區福和路57巷2之1號	0955-540-562	共食	121.522938	25.00762864
702	官邸複合式庭園餐廳	餐廳	新北市永和區民族街29號	2946-2066	共食	121.5187855	24.9995002
703	永源自助餐	餐廳	新北市永和區永元路64號	8660-5806	共食	121.5224382	25.00141405
704	廚園小館	餐廳	新北市永和區永元路130號1樓	2921-2885	共食	121.522942	25.00303001
705	和利自助餐	餐廳	新北市永和區秀朗路2段79號1樓	2921-4608	共食	121.5228866	25.0017672
706	早安美芝城秀朗店	餐廳	新北市永和區秀朗路2段73號	2926-6706	共食	121.5226822	25.00177747
707	星集早餐	餐廳	新北市永和區秀朗路2段127號	2926-1899	共食	121.5243285	25.00168345
708	天天來海鮮料理	餐廳	新北市永和區民有街7號	2945-7766	共食	121.5161701	24.99710985
709	芬蘭自助餐	餐廳	新北市永和區中正路258號	8941-2965	共食	121.5167435	24.99853033
710	皇家餐盒	餐廳	新北市永和區智光街53號	2945-2865	共食	121.5172143	24.99798049
711	金正好吃麵線、臭豆腐	餐廳	新北市永和區民光街4號	8921-8899	共食	121.5153081	24.99625919
712	金正好吃麵線、臭豆腐	餐廳	新北市中和區宜安路74號	8921-8899	共食	121.5112582	24.99732085
713	港星燒臘店	餐廳	新北市永和區民光街14號1樓	2943-6805	共食	121.5155902	24.99602173
714	天香客家小吃	餐廳	新北市永和區智光街96號	8943-3597	共食	121.5160247	24.99684313
715	民生熱炒	餐廳	新北市永和區民生路18號	2946-1108	共食	121.5225381	24.99745071
716	咖啡家coffee+	餐廳	新北市永和區成功路2段100號	2947-7677	共食	121.526528	24.99825993
717	八方雲集（得和店）	餐廳	新北市永和區得和路408號1、2樓	8668-9869	共食	121.5257963	24.99906989
718	阿玉麵店	餐廳	新北市永和區秀朗路2段252號	2943-1323	共食	121.5260691	24.9988205
719	董水餃	餐廳	新北市永和區得和路386號	0922-158-009	共食	121.5250354	24.99919679
720	董娘麵店	餐廳	新北市永和區得和路398號	0935-471-609	共食	121.5254937	24.99911635
721	三塊厝	餐廳	新北市永和區成功路2段134號	2945-6069	共食	121.5264746	24.99742049
722	家鄉珍味小館	餐廳	新北市永和區成功路2段148號	2940-4876	共食	121.5264649	24.99698578
723	千友饅頭店	餐廳	新北市永和區成功路2段119號	2927-7928	共食	121.5267828	24.9985881
724	柯媽媽米粉湯	餐廳	新北市永和區民樂街55巷2號1樓	2925-3298	共食	121.5275098	24.99851984
725	一品豆花	餐廳	新北市永和區得和路373巷2號	2927-9370	共食	121.5248032	24.99966165
726	三多燒臘店	餐廳	新北市永和區秀朗路2段241號	2920-9150	共食	121.5263749	24.99975165
727	池上木片便當	餐廳	新北市永和區成功路2段68號	2925-1190	共食	121.5266043	24.99944747
728	亞美?永和豆漿	餐廳	新北市永和區永亨路127號	8921-6599	共食	121.5245889	25.00414253
729	巷口滷味	餐廳	新北市永和區秀朗路2段181巷11號	3233-5077	共食	121.526199	25.00153436
730	葉子早餐店	餐廳	新北市永和區永亨路158號	2929-7667	共食	121.5256528	25.00374941
731	易牙居	餐廳	新北市永和區成功路1段80號B1	2923-6558	共食	121.5267767	25.00331547
732	117上海乾麵	餐廳	新北市永和區成功路1段119號	2926-6863	共食	121.5269441	25.00200946
733	巨林美而美	餐廳	新北市永和區成功路1段121號	2924-1641	共食	121.5269427	25.00197603
734	成功小吃	餐廳	新北市永和區成功路1段97號	8923-1630	共食	121.5269992	25.0026351
735	米茶得和店	餐廳	新北市永和區得和路331號	2927-7878	共食	121.523672	24.99962394
736	元品排骨便當店	餐廳	新北市永和區得和路373巷14號1樓	2920-1810	共食	121.5250597	25.00019462
737	燒味鮮合菜小館	餐廳	新北市永和區永元路23號	0911-103-210	共食	121.5220055	25.00067008
738	斯佩齊亞義式小廚	餐廳	新北市永和區永元路71號	2231-2121	共食	121.5221451	25.00114375
739	遇見 司栗	餐廳	新北市永和區得和路243巷2號	2925-5361	共食	121.5205281	25.0002859
740	和林鐵板燒	餐廳	新北市永和區得和路358號1樓	2945-6363	共食	121.5240217	24.99935562
741	爵品牛排	餐廳	新北市永和區民生路69號	0921-942-993	共食	121.5227086	24.99720803
742	自然Q奶	餐廳	新北市永和區民生路53號	8668-6767	共食	121.5228324	24.99767817
743	上紅臭臭鍋	餐廳	新北市永和區民生路55號	8941-2867	共食	121.5227457	24.9976092
744	俊客思	餐廳	新北市永和區民生路45號	2946-7666	共食	121.5228728	24.99791451
745	小貴族炙燒牛排	餐廳	新北市永和區得和路336號1樓	2940-9615	共食	121.5234166	24.99945569
746	英仕堡早餐店	餐廳	新北市永和區民生路47巷1號1樓	8941-6821	共食	121.5229698	24.99791895
747	津津記餃	餐廳	新北市永和區秀朗路1段134號	2926-2769	共食	121.5178264	25.0033754
748	賞味自助餐	餐廳	新北市永和區中正路356號	2929-0068	共食	121.5177643	25.0007397
749	頂?燒肉火鍋	餐廳	新北市永和區中正路370號	2928-5759	共食	121.5177586	25.00093917
750	阿妃餃子館	餐廳	新北市永和區中正路470號	2922-8730	共食	121.5175034	25.00323798
751	怡人園精緻料理館	餐廳	新北市永和區得和路115號	2924-7158	共食	121.518562	25.00033323
752	368福泉布丁豆花店	餐廳	新北市永和區中正路368巷1弄47號	2924-9459	共食	121.5192531	25.00125062
753	全省藝素素食餐飲	餐廳	新北市永和區永貞路38號1樓	2928-1699	共食	121.520813	25.00655947
754	鎮江館	餐廳	新北市永和區永貞路32號	2928-5308	共食	121.5208659	25.0066835
755	田豆食府	餐廳	新北市永和區永亨路60號	2927-5989	共食	121.520574	25.00614945
756	嘉義雞肉飯	餐廳	新北市永和區永貞路43號	8923-9858	共食	121.5210176	25.00630078
757	圓城川菜館	餐廳	新北市永和區永貞路26號	2925-9998	共食	121.5208613	25.00683639
758	台南汕頭意麵	餐廳	新北市永和區永亨路63號	2924-8316	共食	121.5211349	25.00613555
759	文化養生豆漿	餐廳	新北市永新北市和區永貞路28號	2920-9567	共食	121.4653487	25.01216836
760	永和豆漿	餐廳	新北市永和區永貞路41號	8921-8699	共食	121.5210363	25.00636998
761	鍾家餃子麵館	餐廳	新北市永和區福和路185號	2921-7327	共食	121.5198526	25.00757803
762	呷尚寶早餐店	餐廳	新北市永和區永貞路142號	2926-3790	共食	121.5182288	25.00449043
763	台南蔡虱目魚專賣店	餐廳	新北市永和區永貞路117號	2929-7754	共食	121.5175693	25.00425295
764	吉得堡早餐店	餐廳	新北市永和區林森路10巷25號	2927-0998	共食	121.525912	25.00615271
765	擱一碗	餐廳	新北市永和區秀朗路2段63號	2231-5341	共食	121.5220519	25.0021025
766	新明牛肉麵	餐廳	新北市永和區國中路34號	2924-1633	共食	121.5247355	25.00563575
767	當歸小吃店	餐廳	新北市永和區國中路15號	2928-5503	共食	121.5242068	25.00489354
768	古早厝	餐廳	新北市永和區秀朗路1段38號	2926-6979	共食	121.5142457	25.00657955
769	猛港海鮮料理	餐廳	新北市永和路1段62號	2928-6383	共食	121.4653487	25.01216836
770	固湯頭	餐廳	新北市永和區自由街71號	0972-289-326	共食	121.5134695	25.00524456
771	極味棧	餐廳	新北市永和區福和路376號1樓	8921-3756	共食	121.5143327	25.00781754
772	韓蓮小館	餐廳	新北市永和區大新街16號	2925-9577	共食	121.5150144	25.00844425
773	雲南婆婆	餐廳	新北市永和區大新街12號	8921-4879	共食	121.5149601	25.00846129
774	景修素食	餐廳	新北市永和區大新街53號	2922-0831	共食	121.5158357	25.00845294
775	烹小鮮	餐廳	新北市永和區大新街52巷1弄2號	8923-3007	共食	121.516148	25.00809516
776	金鍋子	餐廳	新北市永和區大新街15號	8923-8771	共食	121.5147801	25.00861903
777	永和?大王	餐廳	新北市永和區文化路55號	2925-7873	共食	121.5141563	25.01502958
778	佳味小棧	餐廳	新北市永和區仁愛路30號	2927-8222	共食	121.5145533	25.01357648
779	小德張羊肉爐	餐廳	新北市永和區中山路一段89號	2927-5550	共食	121.5116718	25.01064986
780	吳記當歸鴨肉、豬腳麵線	餐廳	新北市永和區永貞路311號	2232-9402	共食	121.5100218	25.00645038
781	八里亭麵館	餐廳	新北市永和區中山路1段293號	2929-1108	共食	121.5067897	25.00678271
782	三媽臭臭鍋	餐廳	新北市永和區永貞路398號	8921-8895	共食	121.5092819	25.00761382
783	嘉義鱔魚麵	餐廳	新北市永和區永貞路396號	2926-3351	共食	121.5093184	25.00757786
784	美食坊早餐店	餐廳	新北市永和區保平路214巷12弄3號1樓	2923-0103	共食	121.5089906	25.00690537
785	王陶爾韓式料理	餐廳	新北市永和區中山路一段281巷3號	2920-2179	共食	121.5073358	25.00672232
786	豬腳源大王	餐廳	新北市永和區永貞路402號	2922-4503	共食	121.5076044	25.00903282
787	十里塘麵館	餐廳	新北市永和區永貞路416號	8660-8356	共食	121.5088761	25.00804876
788	中壢新老牌牛肉麵	餐廳	新北市永和區永貞路361巷2號	2231-3879	共食	121.508825	25.00774795
789	中山早餐店	餐廳	新北市永和區中山路1段255巷18號	2927-4241	共食	121.5082712	25.00725419
790	蕭阿姨小吃店	餐廳	新北市永和區保平路50巷8弄1號	0916-709-592	共食	121.5110644	25.00758341
791	誼美自助餐	餐廳	新北市永和區保平路107號	2922-8155	共食	121.5111696	25.0067537
792	老賴牛肉麵	餐廳	新北市永和區保平路50巷8弄14號	2921-7852	共食	121.5115962	25.00781925
793	阿煌魯肉飯	餐廳	新北市永和區中和路501巷2號	3233-9158	共食	121.5106277	25.00248579
794	源林鐵板燒	餐廳	新北市永和區水源街17號	2922-8908	共食	121.5121751	25.00490451
795	南部小吃	餐廳	新北市永和區保平路111巷口	0911-062-766	共食	121.5113879	25.00630865
796	鼎粥王	餐廳	新北市永和區永貞路352之1號	2920-1588	共食	121.5107662	25.00603394
797	呈信傳統鵝肉店	餐廳	新北市永和區永貞路143號	2927-7097	共食	121.5162611	25.00410602
798	東方美	餐廳	新北市永和區安樂路294號1樓	2920-7030	共食	121.5144327	25.00472147
799	珍鐉池上飯包店	餐廳	新北市永和區自由街5號	2926-5577	共食	121.5150044	25.00699234
800	鼎饌小火鍋	餐廳	新北市永和區永平路201號（樂華夜市前）	2923-5604	共食	121.5095244	25.00996014
801	Mr. Onion 天母洋蔥牛排	餐廳	新北市永和區中山路1段238號	8231-5569	共食	121.5076461	25.00783655
802	紅樹林鐵板燒	餐廳	新北市永和區中山路1段238號	8231-5518	共食	121.5076461	25.00783655
803	UCC Coffee Shop	餐廳	新北市永和區中山路1段238號	8231-5333	共食	121.5076461	25.00783655
804	藝奇新日本料理	餐廳	新北市永和區中山路1段238號	8231-5152	共食	121.5076461	25.00783655
805	開飯川食堂	餐廳	新北市永和區中山路一段238號(比漾廣場B2)	8231-5388	共食	121.5076461	25.00783655
806	韓風館韓式料理	餐廳	永和區中山路1段238號	8231-6861	共食	121.5076461	25.00783655
807	南朝鮮韓式料理	餐廳	新北市永和區中山路1段238號	8231-5198	共食	121.5076461	25.00783655
808	時雨齋茶館	餐廳	新北市永和區保生路2號7樓	8231-5988	共食	121.5067404	25.00751
809	HBC早午餐	餐廳	新北市永和區保生路28號	8923-3970	共食	121.5064698	25.00785659
810	妙法素食	餐廳	新北市永和區中山路一段104號	8923-7967	共食	121.5110699	25.01059929
811	青蚵苑	餐廳	新北市永和區永平路204號1樓	2927-3320	共食	121.5097127	25.01005823
812	京宴屋	餐廳	新北市永和區中山路1段124號	2925-8929	共食	121.5105521	25.0101915
813	來品鮮生猛海鮮熱炒	餐廳	新北市永和區中山路1段102號	2232-3897	共食	121.5111252	25.01065882
814	四海遊龍(仁愛店)	餐廳	新北市永和區仁愛路98號	2920-6660	共食	121.5122493	25.01326514
815	MAKE飲料店	餐廳	新北市永和區仁愛路101號	2928-0727	共食	121.5124503	25.01308886
816	詹師父全素養生館	餐廳	新北市永和區仁愛路108號	2232-4589	共食	121.5119728	25.01322196
817	大吉食堂	餐廳	新北市永和區環河西路2段207號	8921-9022	共食	121.5018162	25.01068591
818	美式早餐店	餐廳	新北市永和區保安路71號	2232-5138	共食	121.5091799	25.01543035
819	高麗亭韓式料理	餐廳	新北市永和區信義路5巷4號	8923-6366	共食	121.514375	25.01175397
820	招饞貓	餐廳	新北市永和區保安路107號	2927-9496	共食	121.5080132	25.0141268
821	保福豆漿	餐廳	新北市永和區保福路2段143號	2927-1520	共食	121.5095811	25.01416567
822	江浙翁記小館	餐廳	新北市永和區保安路123號	2928-0251	共食	121.5076286	25.01372019
823	義麵寶寶義大利麵館	餐廳	新北市永和區信義路45號	2925-7097	共食	121.5131553	25.01232304
824	阿國海鮮燒烤小舖	餐廳	新北市永和區信義路60號	2926-1750	共食	121.512935	25.01269342
825	寶媽咖啡館	餐廳	新北市永和區信義路14之3號	2928-3809	共食	121.5144382	25.0121604
826	信義鍋燒麵	餐廳	新北市永和區信義路14之1號	2927-7288	共食	121.5144382	25.0121604
827	天生永和素食店	餐廳	新北市永和區信義路36號	2929-0908	共食	121.513575	25.01238848
828	一品軒	餐廳	新北市永和區信義路35號1樓	8923-8943	共食	121.5134452	25.01222518
829	瑾園牛肉麵店	餐廳	新北市永和區文化路83號	2926-7277	共食	121.5135491	25.01510752
830	文化路麻油雞	餐廳	新北市永和區文化路152	2927-0158	共食	121.5131278	25.01328414
831	義想義大利麵	餐廳	新北市永和區文化路116號	8921-9282	共食	121.5133611	25.01531895
832	德家壽司屋	餐廳	新北市永和區文化路110號	8921-9083	共食	121.5135023	25.01530213
833	怡園排骨便當	餐廳	新北市永和區文化路90巷3弄1號1樓	2929-0828	共食	121.5138	25.01547368
834	Joe's Pizza四季窯烤披?	餐廳	新北市永和區文化路130號	8660-6266	共食	121.512895	25.01534711
835	托斯卡義式廚房	餐廳	新北市永和區仁愛路240號	2231-1918	共食	121.508338	25.01170396
836	老許烤鴨快餐店	餐廳	新北市新莊區復興路一段212號	2992-1870	共食	121.4528256	25.04372299
837	八方雲集鍋貼水餃專賣店中華店	餐廳	新北市新莊區中華路一段234號1樓	2279-8146	共食	121.4527306	25.04329281
838	鴻記燒臘便當快餐店	餐廳	新北市新莊區復興路二段28號	899-13919	共食	121.4547337	25.04412618
839	紅豆媽媽	餐廳	新北市新莊區公園路210號對面	0913-609-166	共食	121.4555683	25.04035618
840	傳品牛排館	餐廳	新北市新莊區福營路79號	2902-5788	共食	121.4348542	25.03239195
841	八方雲集鍋貼建國店	餐廳	新北市新莊區建國一路34號	2908-0922	共食	121.4338355	25.03155665
842	金廚自助餐	餐廳	新北市新莊區建國一路38號	2903-1363	共食	121.4338638	25.03148558
843	新泰路米苔目	餐廳	新北市新莊區景德路197號	2993-7806	共食	121.4497798	25.03391857
844	古早味意麵	餐廳	新北市新莊區新莊路481號	2201-9298	共食	121.448981	25.0334301
845	京饌餐坊	餐廳	新北市新莊區中港路173號一樓	2276-2211	共食	121.4549389	25.04129388
846	真的好晶漾會館	餐廳	新北市新莊區中港路572號	2277-9601	共食	121.4514597	25.05339665
847	新莊翰品酒店	餐廳	新北市新莊區中正路82號	2993-9788	共食	121.457849	25.03777177
848	頂新莊會館有限公司	餐廳	新北市新莊區中華路一段138之2號	8991-5088	共食	121.4511497	25.06057596
849	海產大王永寶婚宴會館	餐廳	新北市新莊區新樹路170號	2205-5008	共食	121.4345483	25.02188605
850	貓咪不吃魚素食餐廳	餐廳	新北市新莊區立信三街7巷3號	8992-5885	共食	121.444313	25.05017895
851	喜相逢婚宴會館	餐廳	新北市新莊區民安路188巷5號八樓 	2205-9395	共食	121.424806	25.02323769
852	老吳牛肉麵	餐廳	新北市新莊區建國一路27號	2902-6657	共食	121.4341338	25.03144457
853	品味小吃	餐廳	新北市新莊區建國一路29號	2908-8573	共食	121.4341984	25.03136156
854	醇滷味	餐廳	新北市新莊區建國一路33號	2904-2509	共食	121.4342343	25.03120765
855	好味麵疙瘩	餐廳	新北市新莊區建國一路82號	2901-3583	共食	121.4342912	25.03041953
856	大吃小算	餐廳	新北市新莊區建國一路15號	2903-1296	共食	121.4339304	25.03194917
857	牛達人牛排館	餐廳	新北市新莊區建國一路92號	2991-7505	共食	121.4344561	25.03003098
858	玉口香扁食園輔大店	餐廳	新北市新莊區建國一路49號	2903-8238	共食	121.434417	25.03074807
859	湘園小吃	餐廳	新北市新莊區新豐街61號	2203-1417	共食	121.4466093	25.03372485
860	2婆娘早餐店	餐廳	新北市新莊區民安路305號	2203-0880	共食	121.4296735	25.0225815
861	一帆早餐店	餐廳	新北市新莊區民安路322號	2205-0523	共食	121.4289188	25.02192201
862	九九豆漿早餐店	餐廳	新北市新莊區民安路301號	2205-7007	共食	121.4295711	25.02254119
863	漢堡先生	餐廳	新北市新莊區民安路294號	2203-1967	共食	121.4281342	25.02169854
864	12雞腿飯蛋包飯	餐廳	新北市新莊區西盛街178號	2201-3933	共食	121.4280909	25.01882188
865	中西式早餐店	餐廳	新北市新莊區萬安街87巷23號	2205-9213	共食	121.4220889	25.02327591
866	福祥堡早餐店	餐廳	新北市新莊區四維路152巷29號	2205-2817	共食	121.4220627	25.02243672
